price,param1,param2,userScore,criticScore,status
112.0,0.9999765753746033,3.158404979330953e-06,8.5,85.0,0.0
68.0,0.99432373046875,0.002652764320373535,8.6,85.0,0.0
36.0,0.99554443359375,0.03441464900970459,7.9,85.0,0.0
198.0,0.9999958872795105,1.62835385708604e-06,7.3,85.0,0.0
115.0,0.9999995827674866,1.7269411500819842e-07,8.5,85.0,0.0
116.0,0.9999997019767761,1.90141875577865e-07,8.0,85.0,0.0
135.0,0.9997342824935913,0.0009821653366088867,7.0,85.0,0.0
48.0,0.9996775984764099,0.00030672550201416016,8.0,85.0,0.0
70.0,0.9999021887779236,0.0010914504528045654,8.4,85.0,0.0
78.0,0.9999939203262329,4.202520722174086e-05,7.5,85.0,0.0
70.0,0.9999988079071045,2.282771311001852e-05,8.3,85.0,0.0
48.0,0.9973506927490234,0.0009891092777252197,5.9,85.0,0.0
48.0,0.9999985694885254,9.03789114090614e-05,7.9,85.0,0.0
268.0,0.9997192025184631,0.004759877920150757,7.5,85.0,0.0
70.0,0.9946050047874451,0.039179712533950806,7.1,85.0,0.0
68.0,0.999991238117218,0.00048294663429260254,7.5,85.0,0.0
48.0,1.0,1.0748626877443712e-08,7.9,85.0,0.0
34.0,0.9968646764755249,0.001276642084121704,8.3,85.0,0.0
70.0,0.999881386756897,0.0006015300750732422,7.5,85.0,0.0
36.0,0.9854449033737183,0.06017020344734192,8.4,85.0,0.0
268.0,0.9999983310699463,1.1085056712545338e-06,7.8,85.0,0.0
36.0,0.9981566667556763,0.017849504947662354,7.3,85.0,0.0
98.0,0.9999758005142212,7.140773504943354e-06,8.0,85.0,0.0
98.0,0.9989991784095764,0.008879750967025757,6.9,85.0,0.0
80.0,0.9999992251396179,1.5091117688825761e-07,8.0,85.0,0.0
68.0,0.9999934434890747,0.00017198920249938965,7.1,85.0,0.0
36.0,0.9994536638259888,0.00016865134239196777,8.5,85.0,0.0
79.0,0.999998927116394,4.0410620272268716e-07,8.5,85.0,0.0
0.0,0.9999980330467224,5.712637403121335e-07,6.0,85.0,0.0
80.0,0.9999968409538269,1.8738530343398452e-05,4.9,84.0,0.0
36.0,0.9999968409538269,1.2851283827330917e-05,8.1,84.0,0.0
68.0,0.8746819496154785,0.18167749047279358,7.9,84.0,0.0
36.0,0.9997804760932922,0.004617065191268921,8.4,84.0,0.0
43.0,0.9999580979347229,0.0005404651165008545,6.5,84.0,0.0
122.0,1.0,2.9557696734627825e-08,7.7,84.0,0.0
36.0,0.9991376996040344,0.00885269045829773,8.3,84.0,0.0
32.0,0.999883770942688,0.0007810294628143311,7.7,84.0,0.0
36.0,0.18019148707389832,0.9564586877822876,7.8,84.0,0.0
60.0,0.9999997615814209,1.1153745305136908e-07,8.4,84.0,0.0
78.0,0.9999701380729675,1.0563680007180665e-05,7.8,84.0,0.0
43.0,0.9973169565200806,0.02502220869064331,7.4,84.0,0.0
98.0,0.9993609189987183,0.00040721893310546875,5.6,84.0,0.0
37.0,0.9998853206634521,0.0030810534954071045,7.2,84.0,0.0
50.0,0.979763925075531,0.09775888919830322,5.9,84.0,0.0
21.0,0.9619897603988647,0.4255039393901825,7.5,84.0,0.0
99.0,0.9999982118606567,7.348677968366246e-07,8.4,84.0,0.0
48.0,0.9995903372764587,0.00010676124657038599,7.7,84.0,0.0
68.0,0.9999297261238098,0.00044989585876464844,6.7,84.0,0.0
76.0,1.0,3.782528068541069e-08,7.8,84.0,0.0
99.0,0.9997056722640991,6.38949713902548e-05,7.9,84.0,0.0
68.0,1.0,1.0471539434175892e-11,8.2,84.0,0.0
70.0,0.9994314312934875,0.008492201566696167,7.6,84.0,0.0
29.0,0.9997926950454712,8.9933535491582e-05,8.4,84.0,0.0
70.0,0.9999774694442749,0.00031638145446777344,7.4,84.0,0.0
88.0,0.9988720417022705,0.0004042088985443115,8.4,84.0,0.0
37.0,0.9948934316635132,0.0028097331523895264,8.3,84.0,0.0
37.0,0.9999328851699829,1.2619470908248331e-05,8.3,84.0,0.0
25.0,0.9997513294219971,0.0020463168621063232,7.4,84.0,0.0
38.0,0.9997231364250183,0.0030167102813720703,7.8,84.0,0.0
48.0,0.9999605417251587,9.011773727252148e-06,8.1,84.0,0.0
90.0,0.9999994039535522,1.2146516326083656e-07,7.9,84.0,0.0
68.0,0.9999946355819702,9.603348871678463e-07,8.1,84.0,0.0
99.0,0.9999974966049194,9.654073664933094e-07,5.5,84.0,0.0
21.0,0.9999991655349731,7.310003411475918e-07,8.3,84.0,0.0
9.0,1.0,7.637105947644329e-10,8.3,84.0,0.0
70.0,0.9999992847442627,2.654019795045315e-07,6.5,84.0,0.0
98.0,0.9998834133148193,8.830415026750416e-05,6.1,84.0,0.0
48.0,0.9999963045120239,9.32121038204059e-05,7.4,84.0,0.0
57.0,0.9999846816062927,2.6223606255371124e-06,8.5,84.0,0.0
38.0,0.9999938011169434,4.794836058863439e-05,7.5,84.0,0.0
37.0,0.9852873086929321,0.007859110832214355,7.7,84.0,0.0
70.0,0.9995968341827393,0.001957237720489502,3.5,84.0,0.0
70.0,0.9994713068008423,0.008383363485336304,7.7,84.0,0.0
48.0,0.9977355003356934,0.021341532468795776,7.8,84.0,0.0
158.0,0.999952495098114,1.0502204531803727e-05,7.5,83.0,0.0
48.0,1.0,2.7156744408785016e-08,7.8,83.0,0.0
36.0,0.9997661113739014,0.0027959048748016357,7.8,83.0,0.0
98.0,1.0,6.294436616371968e-08,7.1,83.0,0.0
0.0,0.9988833665847778,0.008636683225631714,8.1,83.0,0.0
220.0,0.9997925758361816,0.0027198493480682373,8.2,83.0,0.0
88.0,0.9994047284126282,0.0003273487091064453,8.1,83.0,0.0
37.0,0.9989283084869385,0.010243475437164307,7.7,83.0,0.0
37.0,0.9999716281890869,6.910519005032256e-05,8.0,83.0,0.0
70.0,0.999893844127655,0.0020540952682495117,7.9,83.0,0.0
36.0,0.9999470710754395,0.0018146038055419922,7.0,83.0,0.0
68.0,0.9997200965881348,7.90576305007562e-05,8.0,83.0,0.0
21.0,0.9989049434661865,0.007011920213699341,7.2,83.0,0.0
32.0,0.9961177110671997,0.02512723207473755,8.1,83.0,0.0
34.0,0.9999505877494812,0.00021752715110778809,8.0,83.0,0.0
70.0,0.9999433755874634,0.0010792911052703857,7.3,83.0,0.0
98.0,0.9993813037872314,0.002362281084060669,5.9,83.0,0.0
70.0,0.9999986886978149,2.0702334779798548e-07,7.1,83.0,0.0
0.0,0.9999994039535522,9.500119801941764e-08,4.2,83.0,0.0
68.0,0.999370276927948,0.005166232585906982,7.7,83.0,0.0
50.0,1.0,3.731564390818676e-08,7.9,83.0,0.0
26.0,0.9992422461509705,0.00995686650276184,6.2,83.0,0.0
50.0,0.9999677538871765,1.5046095541038085e-05,8.0,83.0,0.0
48.0,0.9999946355819702,7.467250497938949e-07,7.7,83.0,0.0
68.0,0.9999527931213379,1.9444540157564916e-05,8.3,83.0,0.0
68.0,0.9999785423278809,5.877941930521047e-06,7.7,83.0,0.0
68.0,0.9998082518577576,0.003064870834350586,6.9,83.0,0.0
48.0,0.9998722076416016,4.876818275079131e-05,7.9,83.0,0.0
90.0,0.9999779462814331,1.225819687533658e-05,8.2,83.0,0.0
38.0,0.9999877214431763,1.961317138921004e-06,6.8,83.0,0.0
48.0,0.9683065414428711,0.16302978992462158,7.7,83.0,0.0
88.0,0.9999196529388428,0.00023409724235534668,8.1,83.0,0.0
68.0,0.9999598264694214,0.00032255053520202637,6.9,83.0,0.0
38.0,0.9999991655349731,0.00010107411799253896,7.6,83.0,0.0
59.0,0.9999721050262451,0.0003808438777923584,6.7,83.0,0.0
75.0,0.9998512268066406,0.001275479793548584,5.5,83.0,0.0
95.0,0.999382495880127,0.001085430383682251,8.0,83.0,0.0
48.0,0.9999997615814209,2.3742836674500722e-07,8.0,83.0,0.0
25.0,0.9976043105125427,0.021791070699691772,7.9,83.0,0.0
50.0,0.9995661973953247,0.004594892263412476,7.6,83.0,0.0
31.0,0.9998875260353088,0.002948075532913208,6.5,83.0,0.0
112.0,0.999897837638855,6.104621570557356e-05,7.6,83.0,0.0
68.0,0.9646183252334595,0.2544957995414734,6.8,83.0,0.0
68.0,0.9999855756759644,0.0007949471473693848,7.7,83.0,0.0
0.0,0.9999964237213135,1.139631194746471e-06,7.3,83.0,0.0
80.0,0.9999525547027588,0.0012167394161224365,7.6,83.0,0.0
68.0,1.0,9.22711329565118e-09,7.9,82.0,0.0
200.0,0.9999556541442871,2.6867572159972042e-05,7.5,82.0,0.0
256.0,1.0,2.3092347589681594e-07,7.4,82.0,0.0
199.0,0.999444842338562,0.00026857852935791016,6.5,82.0,0.0
78.0,0.9998108744621277,4.3603969970718026e-05,7.5,82.0,0.0
116.0,0.9995216131210327,0.0003218352794647217,7.8,82.0,0.0
25.0,0.9998411536216736,0.00012788176536560059,7.3,82.0,0.0
25.0,0.998944878578186,0.012753844261169434,6.7,82.0,0.0
199.0,0.9999980330467224,2.2102514662947215e-07,7.1,82.0,0.0
36.0,0.9998828768730164,0.003035128116607666,7.9,82.0,0.0
199.0,0.9971811771392822,0.0007254183292388916,7.3,82.0,0.0
36.0,0.9775555729866028,0.20398741960525513,8.1,82.0,0.0
138.0,0.9023321270942688,0.0664655864238739,4.6,82.0,0.0
85.0,0.9999517202377319,1.335464639851125e-05,7.8,82.0,0.0
68.0,0.999153733253479,0.00021466612815856934,8.0,82.0,0.0
88.0,0.9999975562095642,7.115325502127234e-07,8.0,82.0,0.0
25.0,0.9978088140487671,0.01743069291114807,6.7,82.0,0.0
78.0,0.9990980625152588,0.0012234747409820557,8.2,82.0,0.0
36.0,0.9990359544754028,0.004507660865783691,7.1,82.0,0.0
21.0,0.9801769256591797,0.11756712198257446,7.2,82.0,0.0
36.0,0.9998687505722046,0.003248542547225952,7.6,82.0,0.0
68.0,0.9904786348342896,0.06327566504478455,7.9,82.0,0.0
36.0,0.9996248483657837,0.005753010511398315,7.7,82.0,0.0
48.0,0.9998928308486938,1.708706076897215e-05,8.1,82.0,0.0
58.0,0.9999865889549255,0.0007084310054779053,7.9,82.0,0.0
48.0,0.9988836646080017,0.012637078762054443,7.6,82.0,0.0
70.0,0.9869630932807922,0.00981941819190979,7.6,82.0,0.0
48.0,0.9999361038208008,0.00019660592079162598,7.7,82.0,0.0
68.0,0.999716579914093,0.001056969165802002,6.6,82.0,0.0
68.0,0.9995294213294983,0.00036835670471191406,8.0,82.0,0.0
98.0,0.999954879283905,1.6195872376556508e-05,6.9,82.0,0.0
90.0,0.9999996423721313,6.628965110166973e-08,7.5,82.0,0.0
119.0,0.9999951124191284,2.745983465501922e-06,6.9,82.0,0.0
50.0,0.9998334646224976,0.0031369924545288086,7.3,82.0,0.0
48.0,0.9984361529350281,0.0010987520217895508,7.3,82.0,0.0
70.0,0.9999985694885254,4.2339104311395204e-07,5.9,82.0,0.0
39.0,0.9984313249588013,0.016157180070877075,7.3,82.0,0.0
22.0,0.9657853841781616,0.19298219680786133,7.6,82.0,0.0
28.0,0.9985659122467041,0.014476686716079712,7.3,82.0,0.0
45.0,0.9998314380645752,0.0038879215717315674,7.7,82.0,0.0
40.0,0.9412364959716797,0.3812096118927002,5.8,82.0,0.0
37.0,0.9966676831245422,0.011242121458053589,7.3,82.0,0.0
48.0,0.9999990463256836,0.00011764486407628283,5.8,82.0,0.0
129.0,0.9999893307685852,5.288056854624301e-06,7.3,81.0,0.0
59.0,0.9990323781967163,0.00027626752853393555,7.6,81.0,0.0
48.0,0.9999958872795105,4.5763335947413e-05,7.3,81.0,0.0
36.0,0.9999983310699463,5.293685489959898e-07,6.8,81.0,0.0
270.0,0.9999780654907227,7.696866305195726e-06,6.9,81.0,0.0
68.0,0.9999703764915466,3.917505091521889e-05,7.1,81.0,0.0
28.0,0.15727248787879944,0.9449829459190369,7.7,81.0,0.0
68.0,0.9999463558197021,3.9322676457231864e-05,7.8,81.0,0.0
0.0,0.9877595901489258,0.08643144369125366,5.8,81.0,0.0
65.0,0.9997808933258057,4.406703737913631e-05,7.6,81.0,0.0
21.0,0.9983429312705994,0.01928725838661194,7.9,81.0,0.0
350.0,0.9689395427703857,0.12333232164382935,7.0,81.0,0.0
15.0,0.9999837875366211,0.00027638673782348633,6.6,81.0,0.0
308.0,1.0,7.339789664939644e-09,7.9,81.0,0.0
78.0,0.9998335838317871,0.001414179801940918,7.5,81.0,0.0
78.0,0.9998823404312134,9.620527998777106e-05,7.5,81.0,0.0
22.0,0.9906770586967468,0.0705767571926117,7.8,81.0,0.0
59.0,0.9997914433479309,0.0013194680213928223,7.9,81.0,0.0
79.0,0.9996797442436218,0.006348997354507446,6.6,81.0,0.0
98.0,0.9998077154159546,0.000398099422454834,8.0,81.0,0.0
70.0,0.990583062171936,0.04980063438415527,7.8,81.0,0.0
116.0,0.98039311170578,0.02800661325454712,6.0,81.0,0.0
138.0,0.9999640583992004,0.0013596415519714355,7.6,81.0,0.0
112.0,0.9438737630844116,0.03883439302444458,7.8,81.0,0.0
199.0,0.984796941280365,0.10429176688194275,6.8,81.0,0.0
35.0,0.9999912977218628,2.479688191669993e-05,7.8,81.0,0.0
50.0,0.9999394416809082,0.002142101526260376,7.8,81.0,0.0
50.0,0.9999810457229614,3.6017936508869752e-06,7.1,81.0,0.0
31.0,0.9995354413986206,0.004637777805328369,7.5,81.0,0.0
37.0,0.9985641241073608,0.009630441665649414,7.4,81.0,0.0
116.0,0.9999966621398926,3.7564368540188298e-06,6.6,81.0,0.0
36.0,0.9937338829040527,0.005940914154052734,7.0,81.0,0.0
68.0,0.9990851879119873,0.011700928211212158,7.9,81.0,0.0
68.0,0.9953019618988037,0.056533604860305786,7.7,81.0,0.0
0.0,0.9999402761459351,0.00195235013961792,5.6,81.0,0.0
98.0,0.9999994039535522,1.208702826716035e-07,7.6,81.0,0.0
58.0,0.9999622106552124,1.3277094694785774e-05,6.5,81.0,0.0
0.0,0.9988870620727539,0.0007258355617523193,6.3,81.0,0.0
99.0,0.9999982714653015,8.130363312375266e-06,6.9,81.0,0.0
50.0,0.9991799592971802,0.0006984472274780273,7.3,81.0,0.0
62.0,0.9999444484710693,7.005567022133619e-05,7.9,81.0,0.0
138.0,0.9999655485153198,9.377645255881362e-06,7.5,81.0,0.0
48.0,0.9991701245307922,0.007099539041519165,6.9,81.0,0.0
90.0,0.9994995594024658,0.00021317601203918457,7.4,81.0,0.0
21.0,0.9936293959617615,0.006907254457473755,7.9,81.0,0.0
83.0,0.9999662637710571,8.742894351598807e-06,7.6,80.0,0.0
163.0,0.9999316334724426,1.370013524137903e-05,7.6,80.0,0.0
48.0,0.9999901056289673,0.0004356503486633301,7.6,80.0,0.0
50.0,0.9996026754379272,0.0019918084144592285,7.6,80.0,0.0
128.0,0.9991034269332886,0.00968855619430542,7.5,80.0,0.0
52.0,0.9997299313545227,0.0052023231983184814,7.5,80.0,0.0
98.0,0.9993404150009155,0.007573485374450684,6.9,80.0,0.0
48.0,0.9965139627456665,0.03248804807662964,7.6,80.0,0.0
90.0,0.9999958276748657,1.2606412838067627e-06,7.8,80.0,0.0
70.0,0.9994754195213318,0.007832527160644531,7.4,80.0,0.0
36.0,0.9985578060150146,0.0010318160057067871,7.3,80.0,0.0
68.0,0.9999949932098389,5.598622919933405e-06,7.3,80.0,0.0
90.0,0.9999402761459351,1.641716153244488e-05,6.4,80.0,0.0
37.0,0.9991204738616943,0.0057198405265808105,7.6,80.0,0.0
90.0,0.9999592304229736,1.070734015229391e-05,7.5,80.0,0.0
28.0,0.5617601871490479,0.5996782183647156,7.8,80.0,0.0
28.0,0.999966025352478,5.88355578656774e-06,6.4,80.0,0.0
48.0,0.9998651742935181,0.0033416152000427246,7.5,80.0,0.0
75.0,0.9997032284736633,0.0028867125511169434,7.5,80.0,0.0
